#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-10-18T14:32:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5806326966da	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:B/sb9&tab:{B/sb9/main}&tab:{B/sb9/orbits}&key:source=B/sb9/main&key:source=B/sb9/orbits&HTTPPRM:&&-ref=VIZ5806326966da&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/sb9/main,B/sb9/orbits
#-order=I
#-out=Seq
#-sort=Seq
#-joincol={B/sb9/main}.{Seq}
#-joincol=Seq
#-out=N
#-out=RAJ2000
#-out=DEJ2000
#-out=Comp
#-out=mag1
#-out=n_mag1
#-out=mag2
#-out=n_mag2
#-out=Sp1
#-out=Sp2
#-out=Name
#-out=Simbad
#Simbad=Simbad
#-out=o
#-out=Per
#-out=f_Per
#-out=e_Per
#-out=e
#-out=f_e
#-out=e_e
#-out=K1
#-out=K2
#-out=V0
#-out=rms1
#-out=rms2
#-out=Grade
#Grade=> -1
#-out=Ref
#SB8=SB8
#-out=Details
#Details=Details
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables B/sb9/main,B/sb9/orbits
#
#Table	B_sb9_main_B_sb9_orbits:
#Name: B/sb9/main,B/sb9/orbits
#Title:
#Column	_RAJ20001	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq1	(I4)	[1/3531] System Number (SB8 number when Seq<=1469) \linkRole{aliases and known periods for this binary } [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	N1	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	RAJ20001	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Comp1	(a5)	Component	[ucd=meta.code.multip]
#Column	mag11	(F6.3)	? Magnitude of component 1	[ucd=phot.mag]
#Column	n_mag11	(A1)	[JPBVRyrIK] Filter in which mag1 is given	[ucd=meta.note]
#Column	mag21	(F6.3)	? Magnitude of component 2	[ucd=phot.mag]
#Column	n_mag21	(A1)	[PBVRyrIK] Filter in which mag2 is given	[ucd=meta.note]
#Column	Sp11	(a16)	MK Spectral type component 1	[ucd=src.spType]
#Column	Sp21	(a10)	MK Spectral type component 2	[ucd=src.spType]
#Column	Name1	(a29)	Name of the source (HIP when existing)	[ucd=meta.id]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	N2	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	o2	(I1)	Orbit number [NULL integer written as an empty string]	[ucd=meta.id]
#Column	Per2	(F12.4)	[0.05,116675] Period	[ucd=time.period]
#Column	f_Per2	(A1)	[a] a=assumed (fixed)	[ucd=meta.code]
#Column	e_Per2	(F12.4)	? Mean error on Per	[ucd=stat.error]
#Column	e2	(F6.4)	Orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	f_e2	(A1)	[>a] a=assumed (fixed) (1)	[ucd=meta.code]
#Column	e_e2	(F6.4)	? Mean error on eccentricity	[ucd=stat.error]
#Column	K12	(F7.2)	? Velocity amplitude of primary	[ucd=phys.veloc]
#Column	K22	(F7.2)	? Velocity amplitude of secondary	[ucd=phys.veloc]
#Column	V02	(F7.2)	? Systemtic velocity	[ucd=phys.veloc]
#Column	rms12	(F7.2)	? rms residuals of Radial Velocity primary	[ucd=stat.stdev]
#Column	rms22	(F7.2)	? rms residuals of Radial Velocity secondary	[ucd=stat.stdev]
#Column	Grade2	(F4.1)	? Grade of orbit (0=poor, 5=definitive)	[ucd=stat.weight]
#Column	Ref2	(a51)	Reference (bibcode) of orbit publication	[ucd=meta.bib]
#Column	Details2	(a7)	Detailed velocities and plots from http://sb9.astro.ulb.ac.be/	[ucd=meta.ref.url]
dec|ra|Seq|N|RAJ2000|DEJ2000|Comp|mag1|n_mag1|mag2|n_mag2|Sp1|Sp2|Name|Simbad|N|o|Per|f_Per|e_Per|e|f_e|e_e|K1|K2|V0|rms1|rms2|Grade|Ref|Details
+18.02742|068.06600| 253|N|04 32 15.84|+18 01 38.7|     |12.150|V|      | |K7-M0Ve         |K7-M0Ve   |GCVS V826 Tau                |Simbad|N|1|      3.9063| |            |0.0100| |      |  18.00|  17.30|  17.90|       |       | 3.0|1983ApJ...269..229M                                |Details
+14.84442|068.46217| 254|N|04 33 50.92|+14 50 39.9|     | 4.650|V|      | |F0V             |          |HIP 21273                    |Simbad|N|1|    488.5000| |            |0.0900| |      |  18.50|       |  30.30|       |       | 1.0|1965ApJS...11..429A                                |Details
+41.26481|069.17262| 255|N|04 36 41.43|+41 15 53.3|     | 4.220|V|      | |G8I             |B5V       |HIP 21476                    |Simbad|N|1|  10470.0000| |            |0.6500| |      |  12.80|       |   5.90|       |       | 4.0|1953ApJ...118...35S                                |Details
+12.10047|068.89133| 256|N|04 35 33.92|+12 06 01.7|     | 8.800|V|      | |G0              |          |HIP 21395                    |Simbad|N|1|      1.8680| |            |0.0000| |      |  78.80| 111.80|  39.60|       |       | 3.0|1982A&A...106..221G                                |Details
+10.16078|068.91358| 257|N|04 35 39.26|+10 09 38.8|     | 4.240|V|      | |Am              |          |HIP 21402                    |Simbad|N|1|      3.5712| |            |0.0000| |      |  76.30|       |  28.70|       |       | 4.0|1913LicOB...7..104W                                |Details
+27.13219|069.20100| 258|N|04 36 48.24|+27 07 55.9|A    | 8.250|V|      | |dK5pe           |          |HIP 21482                    |Simbad|N|1|      1.7880| |            |0.0000| |      |  10.60|       |  36.00|       |       | 3.0|1985AJ.....90..609G                                |Details
+18.75494|069.15692| 259|N|04 36 37.66|+18 45 17.8|A    |10.100| |10.650| |A7V             |A7V       |HIP 21467                    |Simbad|N|1|      0.4157| |            |0.0000| |      | 135.00| 250.00|   5.00|       |       | 1.0|1950ApJ...111R.658S                                |Details
+53.07953|069.97783| 260|N|04 39 54.68|+53 04 46.3|     | 5.050|V|      | |K0III           |          |HIP 21727                    |Simbad|N|1|    121.0000| |            |0.0200| |      |  28.20|       | -40.50|       |       | 3.0|1918PDO.....4..175C                                |Details
+20.68472|069.56596| 261|N|04 38 15.83|+20 41 05.0|     | 5.920|V| 6.800| |B8V             |          |HIP 21604                    |Simbad|N|1|      2.0563| |            |0.0000| |      |  65.40|       |  -2.30|       |       | 3.0|1967MmSAI..38..459M                                |Details
+17.54242|069.60400| 262| |04 38 24.96|+17 32 32.7|Aab  |10.170|V|      | |K5              |          |HD 285947                    |Simbad| |1|     60.8210| |            |0.2200| |      |  25.30|       |  42.40|       |       | 3.0|1985AJ.....90..609G                                |Details
+17.54242|069.60400| 262| |04 38 24.96|+17 32 32.7|Aab  |10.170|V|      | |K5              |          |HD 285947                    |Simbad| |2|     60.8061| |      0.0005|0.2102| |0.0016|  25.85|  33.44|   0.00|   0.13|   0.13| 5.0|2002Obs...122....1T                                |Details
 +7.31764|069.47642| 263|N|04 37 54.34|+07 19 03.5|     | 6.890| |      | |B3V             |B5        |HIP 21575                    |Simbad|N|1|      2.2075| |            |0.0800| |      | 124.90| 235.80|  25.30|       |       | 3.0|1932PDAO....6...59P                                |Details
+15.79983|069.78842| 264|N|04 39 09.22|+15 47 59.4|     | 5.070|V|      | |Am              |          |HIP 21673                    |Simbad|N|1|     38.9510| |            |0.1500| |      |   7.90|       |  26.10|       |       | 1.0|1985ApJS...59..229A                                |Details
+16.51367|070.10612| 265| |04 40 25.47|+16 30 49.2|Aab  | 9.480|V|      | |K3V             |          |HIP 21762                    |Simbad| |1|    276.7600| |            |0.1200| |      |  14.40|       |  40.80|       |       | 2.0|1985AJ.....90..609G                                |Details
+16.51367|070.10612| 265| |04 40 25.47|+16 30 49.2|Aab  | 9.480|V|      | |K3V             |          |HIP 21762                    |Simbad| |2|    276.8400| |      0.0900|0.0980| |0.0050|  15.94|  19.57|  38.66|   0.06|   0.06| 5.0|2003Obs...123..372T                                |Details
+22.95692|070.56125| 266|N|04 42 14.70|+22 57 24.9|A    | 4.280|V|      | |B3V             |          |HIP 21881                    |Simbad|N|1|      2.9565| |            |0.0500| |      |  53.60| 179.00|  12.30|       |       | 3.0|1961PDAO...11..385P                                |Details
+18.71164|070.75596| 267|N|04 43 01.43|+18 42 41.9|     | 9.910|V|      | |dK8             |          |HIP 21946                    |Simbad|N|1|     56.4990| |            |0.3500| |      |  27.10|       |  14.40|       |       | 3.0|1981AJ.....86..588G                                |Details
+17.06911|070.81542| 268|N|04 43 15.70|+17 04 08.8|     | 9.850|V|      | |K0              |          |BD +16 646                   |Simbad|N|1|   3942.0000| |            |0.5600| |      |   4.10|       |  41.70|       |       | 3.0|1985AJ.....90..609G                                |Details
 -8.79431|070.89479| 269|N|04 43 34.75|-08 47 39.5|A    | 6.000|V|      | |G8III           |          |HIP 21986                    |Simbad|N|1|     42.3279| |            |0.0000| |      |  27.50|       |  39.80|       |       | 3.0|1982A&A...105..318L                                |Details
-10.68222|070.94096| 270|N|04 43 45.83|-10 40 56.0|     | 7.690|V| 8.710|V|Am              |sgG8      |HIP 22000                    |Simbad|N|1|     39.2807| |            |0.3600| |      |  25.80|       |  32.00|       |       | 2.0|1945ApJ...101..370C                                |Details
+18.73469|071.57012| 271|N|04 46 16.83|+18 44 04.9|     | 6.010|V|      | |K0              |          |HIP 22176                    |Simbad|N|1|    107.5030| |            |0.2100| |      |   8.50|       |  44.00|       |       | 4.0|1985AJ.....90..609G                                |Details
 -3.25467|071.37562| 272|N|04 45 30.15|-03 15 16.8|     | 4.020|V|      | |B5IV            |          |HIP 22109                    |Simbad|N|1|      7.3589| |            |0.2600| |      |  19.40|       |  23.30|       |       | 3.0|1969PDAO...13..323H                                |Details
+36.72281|071.94300| 273|N|04 47 46.32|+36 43 22.1|     | 7.040|V| 7.890| |F6-G0           |          |HIP 22275                    |Simbad|N|1|  12700.0000| |            |0.5400| |      |  11.30|       |   6.90|       |       | 2.0|1987BAAS...19..710W                                |Details
+43.27558|072.22229| 274|N|04 48 53.35|+43 16 32.1|     | 7.760|V|      | |Ape             |          |HIP 22365                    |Simbad|N|1|    360.4700| |            |0.2800| |      |  51.40|       |   7.00|       |       | 4.0|1962PDDO....2..269H                                |Details
+32.58819|072.32950| 275|N|04 49 19.08|+32 35 17.5|     | 5.860|V|      | |A8m             |          |HIP 22407                    |Simbad|N|1|      7.0507| |            |0.0300| |      |  57.80|       |  20.30|       |       | 4.0|1932PDAO....6...79H                                |Details
+18.70944|072.17558| 276|N|04 48 42.14|+18 42 34.0|     | 6.790|V|      | |G2V             |          |HIP 22349                    |Simbad|N|1|     45.4540| |            |0.3900| |      |  13.60|       |  54.70|       |       | 3.0|1925ApJ....61..320S                                |Details
+18.70944|072.17558| 276|N|04 48 42.14|+18 42 34.0|     | 6.790|V|      | |G2V             |          |HIP 22349                    |Simbad|N|2|     45.4290| |      0.0220|0.3380| |0.0140|  13.58|       |  54.91|   0.60|       | 4.0|1992AJ....104..774L                                |Details
+17.05611|072.00458| 277|N|04 48 01.10|+17 03 22.0|     |11.190|V|      | |K9V             |          |Cl Melotte 25 331            |Simbad|N|1|      8.4947| |            |0.0000| |      |  26.70|  26.40|  41.60|       |       | 4.0|1985AJ.....90..609G                                |Details
+24.80283|072.30412| 278|N|04 49 12.99|+24 48 10.2|     | 9.670|V|      | |K3V             |          |HIP 22394                    |Simbad|N|1|     11.9293| |            |0.5100| |      |  60.90|  64.10|  41.10|       |       | 3.0|1978AJ.....83.1114G                                |Details
+66.34267|073.51254| 279|N|04 54 03.01|+66 20 33.6|     | 4.290|V|      | |O9.5Iae         |          |HIP 22783                    |Simbad|N|1|      3.6784| |            |0.4900| |      |   8.00|       |  13.00|       |       | 1.0|1986PAZh...12..304Z                                |Details
+16.21044|072.70225| 280|N|04 50 48.54|+16 12 37.6|     | 7.290|V|      | |F8              |          |HIP 22524                    |Simbad|N|1|      5.7510| |            |0.3500| |      |  19.70|       |  42.70|       |       | 3.0|1978AJ.....83.1114G                                |Details
+13.17953|072.80017| 281|N|04 51 12.04|+13 10 46.3|     |10.780|V|      | |G3V             |K3V       |BD +12 664                   |Simbad|N|1|     19.3468| |            |0.4400| |      |  30.60|  41.10|  78.50|       |       | 4.0|1985AJ.....90..609G                                |Details
-76.61272|070.41958| 282|N|04 41 40.70|-76 36 45.8|     |10.950|V|      | |                |          |GCVS TU Men                  |Simbad|N|1|      0.1176| |            |0.0000| |      | 150.00|       |       |       |       | 1.0|1984A&A...132..187S                                |Details
 +5.60511|072.80150| 283|N|04 51 12.36|+05 36 18.4|     | 3.680|V|      | |B2III           |          |HIP 22549                    |Simbad|N|1|      9.5191| |            |0.0300| |      |  25.80|       |  23.30|       |       | 3.0|1936ApJ....84...85L                                |Details
+13.65517|072.95829| 284|N|04 51 49.99|+13 39 18.6|A    | 6.270|V|      | |F5V             |G8V       |HIP 22607                    |Simbad|N|1|    143.5300| |            |0.6100| |      |  18.00|       |  40.60|       |       | 3.0|1986Obs...106...13T                                |Details
 -5.45269|073.22362| 285|N|04 52 53.67|-05 27 09.7|     | 4.390|V|      | |A9IV            |          |HIP 22701                    |Simbad|N|1|   3057.0000| |            |0.4600| |      |  18.10|       |  -8.30|   9.58|       | 2.0|1965ApJS...11..429A                                |Details
+17.60914|073.58600| 286|N|04 54 20.64|+17 36 32.9|     | 9.570|V|      | |F8              |          |HIP 22805                    |Simbad|N|1|      7.8638| |            |0.0000| |      |  37.90|  51.20|  18.30|       |       | 3.0|1982A&A...106..221G                                |Details
+80.24786|076.51333| 287|N|05 06 03.20|+80 14 52.3|     |10.570|V|12.120|V|B9.7eV          |G8III     |HIP 23727                    |Simbad|N|1|     12.4199| |            |0.1400| |      |  36.00|       | -21.00|       |       | 1.0|1946ApJ...104..253S                                |Details
 +2.44067|073.56292| 288|N|04 54 15.10|+02 26 26.4|     | 3.690|V|      | |B2III           |          |HIP 22797                    |Simbad|N|1|      3.7005| |      0.0000|0.0000| |      |  57.88|       |  24.20|       |       | 3.0|1913ApJ....38..175L                                |Details
+53.75211|074.32167| 289|N|04 57 17.20|+53 45 07.6|A    | 4.430|V|      | |A1V             |          |HIP 23040                    |Simbad|N|1|      3.8845| |            |0.0000| |      |  35.80|       |  -9.50|       |       | 3.0|1971AJ.....76..544L                                |Details
+51.94225|074.76554| 290|N|04 59 03.73|+51 56 32.1|     | 8.000| |      | |G9IIIBa3        |          |HIP 23168                    |Simbad|N|1|   1051.0000| |            |0.0400| |      |   7.00|       |  -4.30|       |       | 3.0|1983ApJ...268..264M                                |Details
+43.82331|075.49221| 291|N|05 01 58.13|+43 49 23.9|A    | 2.980|V|      | |F0Iap           |B         |HIP 23416                    |Simbad|N|1|   9890.0000| |            |0.2000| |      |  15.00|       |  -1.40|       |       | 2.0|1970VA.....12..147W                                |Details
+41.07583|075.61954| 292| |05 02 28.69|+41 04 33.0|     | 3.750|V|      | |K4Ib            |B6V       |HIP 23453                    |Simbad| |1|    972.1620| |            |0.4100| |      |  24.60|  31.40|  12.90|       |       | 3.0|1970VA.....12..147W                                |Details
+59.02133|076.55058| 293|N|05 06 12.14|+59 01 16.8|     | 6.250| |      | |K0III           |          |HIP 23743                    |Simbad|N|1|     80.1745| |            |0.3500| |      |  22.70|       |   0.60|       |       | 3.0|1969ApJ...157..717A                                |Details
+41.28864|076.26458| 294|N|05 05 03.50|+41 17 19.1|     | 8.500|V|      | |B5V             |B5V       |HIP 23657                    |Simbad|N|1|      1.5832| |            |0.0600| |      | 197.00| 198.00|  10.00|       |       | 2.0|1974A&A....35..143M                                |Details
+51.59772|076.66929| 295|N|05 06 40.63|+51 35 51.8|A    | 4.990|V|      | |F0V             |          |HIP 23783                    |Simbad|N|1|    391.7000| |            |0.3700| |      |   5.80|       |  -7.40|       |       | 2.0|1965ApJS...11..429A                                |Details
 -4.65517|076.69021| 296| |05 06 45.65|-04 39 18.6|     | 5.100|V|      | |B9.5V           |B9.5Vp    |HIP 23794                    |Simbad| |1|      5.5227| |            |0.1000| |      | 103.80| 100.70|  32.60|       |       | 4.0|1976PASP...88..275Y                                |Details
+24.26517|077.02758| 297|N|05 08 06.62|+24 15 54.6|A    | 5.500|V|      | |B2V             |          |HIP 23900                    |Simbad|N|1|     58.3100| |            |0.1900| |      |  36.70|       |  16.20|       |       | 3.0|1929PDAO....4..261H                                |Details
+39.58636|077.42596| 298|N|05 09 42.23|+39 35 10.9|     | 8.530|V| 9.500|V|B2Vn            |          |BD +39 1192                  |Simbad|N|1|      1.3327| |            |0.0000| |      | 175.40| 258.60|   0.80|       |       | 2.0|1986A&A...162...62W                                |Details
 +9.82958|077.33183| 299|N|05 09 19.64|+09 49 46.5|     | 5.430|V|      | |Am              |          |HIP 23983                    |Simbad|N|1|    155.8300| |            |0.6700| |      |   8.20|       |  42.90|       |       | 2.0|1969ApJ...156..661C                                |Details
+42.16536|077.92887| 300|N|05 11 42.93|+42 09 55.3|     | 8.400|B| 9.200|B|B3V             |B3V       |HIP 24201                    |Simbad|N|1|      1.2101| |            |0.0000| |      | 175.00| 323.00|   5.00|       |       | 2.0|1987MNRAS.224..649B                                |Details
 -8.55686|077.81042| 301| |05 11 14.50|-08 33 24.7|     | 9.460|V|10.110|V|F8V             |          |HIP 24156                    |Simbad| |1|      0.4234| |            |0.0000| |      |  95.00| 155.00|  35.00|       |       | 2.0|1944PASP...56...34S                                |Details
 -8.55686|077.81042| 301| |05 11 14.50|-08 33 24.7|     | 9.460|V|10.110|V|F8V             |          |HIP 24156                    |Simbad| |2|      0.4234|a|            |0.0000|a|      | 147.98| 225.48|  49.45|   5.50|   6.93| 4.0|2009AJ....137.3655P                                |Details
+13.37264|078.17967| 302| |05 12 43.12|+13 22 21.5|     | 8.820|V|      | |K2III           |          |HIP 24286                    |Simbad| |1|   3683.0000| |            |0.3700| |      |   5.20|       |  -9.60|       |       | 3.0|1982Obs...102..136G                                |Details
+46.40597|078.87396| 303|N|05 15 29.75|+46 24 21.5|     | 7.700|V| 8.200|V|B7V             |          |BD +46 985                   |Simbad|N|1|      1.2473| |            |0.0000| |      |  70.00|       |  15.00|       |       | 2.0|N1967                                              |Details
 +2.86128|078.32283| 304|N|05 13 17.48|+02 51 40.6|A    | 4.460|V|      | |K3III           |          |HIP 24331                    |Simbad|N|1|   1031.4000| |            |0.1000| |      |   8.70|       |  40.50|       |       | 4.0|1957ApJ...125..696B                                |Details
+32.68761|078.85162| 305|N|05 15 24.39|+32 41 15.4|A    | 4.940|V|      | |A9V             |          |HIP 24504                    |Simbad|N|1|      3.7887| |            |0.0000| |      |  23.00|       |  -9.80|       |       | 3.0|1971AJ.....76..544L                                |Details
+45.99800|079.17233| 306|N|05 16 41.36|+45 59 52.8|     | 0.060|V|      | |G5III           |G0III     |HIP 24608                    |Simbad|N|1|    104.0214| |            |0.0000| |      |  26.10|  30.80|  29.50|       |       | 5.0|1985AJ.....90.1503S                                |Details
+45.99800|079.17233| 306|N|05 16 41.36|+45 59 52.8|     | 0.060|V|      | |G5III           |G0III     |HIP 24608                    |Simbad|N|2|    104.0240| |      0.0020|0.0015| |0.0011|  26.08|  27.44|  29.19|   0.47|   1.32| 5.0|2000A&AS..145..215P                                |Details
 -8.20164|078.63446| 307|N|05 14 32.27|-08 12 05.9|B    | 6.670| |      | |B9              |          |HIP 24436                    |Simbad|N|1|      9.8600| |            |0.1000| |      |  25.00|  32.60|  19.10|       |       | 2.0|1942ApJ....95..421S                                |Details
+36.63203|079.58779| 308|N|05 18 21.07|+36 37 55.3|     | 7.500|P| 7.800|P|B3              |B3        |HIP 24744                    |Simbad|N|1|      4.0657| |            |0.0500| |      | 226.10| 227.50|  -1.10|       |       | 2.0|1943PAAS...10..332P                                |Details
+33.37161|079.54404| 309| |05 18 10.57|+33 22 17.8|A    | 4.540|V|      | |K3III           |          |HIP 24727                    |Simbad| |1|    434.8000| |            |0.1000| |      |  14.80|       | -27.50|       |       | 2.0|1936ApJ....83..433C                                |Details
+20.13183|079.37979| 310|N|05 17 31.15|+20 07 54.6|A    | 6.800|V|      | |F7V             |F5IV      |HIP 24663                    |Simbad|N|1|      3.4351| |            |0.0000| |      |  94.40| 102.00| -30.40|       |       | 4.0|1971ApJ...166..361P                                |Details
+33.76736|079.57875| 311|N|05 18 18.90|+33 46 02.5|     | 6.150|V| 6.820|V|B9V             |B9V       |HIP 24740                    |Simbad|N|1|      4.1346| |            |0.0000| |      | 107.20| 116.00|  25.10|       |       | 4.0|1936PASP...48...24W                                |Details
+41.80458|080.45175| 312|N|05 21 48.42|+41 48 16.5|     | 5.220|V|      | |B5V             |          |HIP 25048                    |Simbad|N|1|     35.5000| |            |0.0000| |      |  28.00|       |  19.00|       |       | 1.0|1963ApJ...137..791B                                |Details
